city,latitude,longitude,date,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_max,wind_gusts_max,weather_code,lat,lng,country,iso2,admin_name,capital,population,population_proper
Warzat,30.9167,-6.9167,2026-09-20,32.8,19.8,0.0,13,18.1,31.0,3,30.9167,-6.9167,Morocco,MA,Drâa-Tafilalet,,79218,79218
Youssoufia,32.25,-8.53,2026-09-14,40.3,26.9,0.0,0,24.3,49.0,2,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669
Youssoufia,32.25,-8.53,2026-09-15,37.1,23.9,0.0,3,24.5,49.3,2,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669
Youssoufia,32.25,-8.53,2026-09-16,31.6,18.8,0.0,0,21.9,43.9,1,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669
Youssoufia,32.25,-8.53,2026-09-17,28.0,17.2,0.0,2,17.7,36.7,2,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669
Youssoufia,32.25,-8.53,2026-09-18,30.6,16.9,0.0,3,18.6,36.7,45,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669
Youssoufia,32.25,-8.53,2026-09-19,35.3,17.3,0.6,5,13.8,28.8,80,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669
Youssoufia,32.25,-8.53,2026-09-20,38.8,22.2,0.0,5,20.8,47.5,3,32.25,-8.53,Morocco,MA,Marrakech-Safi,,65669,65669
Zagora,30.3316,-5.8376,2026-09-14,38.5,24.1,0.0,5,15.9,27.7,3,30.3316,-5.8376,Morocco,MA,Drâa-Tafilalet,,42294,42294
Zagora,30.3316,-5.8376,2026-09-15,35.3,27.9,0.1,13,16.3,31.0,3,30.3316,-5.8376,Morocco,MA,Drâa-Tafilalet,,42294,42294
Zagora,30.3316,-5.8376,2026-09-16,37.2,23.1,0.0,0,14.0,23.8,1,30.3316,-5.8376,Morocco,MA,Drâa-Tafilalet,,42294,42294
Zagora,30.3316,-5.8376,2026-09-17,36.9,24.0,0.0,3,20.5,32.0,2,30.3316,-5.8376,Morocco,MA,Drâa-Tafilalet,,42294,42294
Zagora,30.3316,-5.8376,2026-09-18,36.8,23.8,0.0,10,16.6,26.3,2,30.3316,-5.8376,Morocco,MA,Drâa-Tafilalet,,42294,42294
Zagora,30.3316,-5.8376,2026-09-19,33.9,24.0,0.0,13,25.6,39.6,2,30.3316,-5.8376,Morocco,MA,Drâa-Tafilalet,,42294,42294
Zagora,30.3316,-5.8376,2026-09-20,35.7,25.9,0.0,0,19.1,30.6,3,30.3316,-5.8376,Morocco,MA,Drâa-Tafilalet,,42294,42294
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-14,38.1,19.3,0.0,3,16.7,46.1,3,32.6541,-5.9214,Morocco,MA,Béni Mellal-Khénifra,,25088,25088
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-15,36.0,19.6,0.0,0,21.0,37.1,3,32.6541,-5.9214,Morocco,MA,Béni Mellal-Khénifra,,25088,25088
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-16,32.1,17.3,0.0,0,14.3,25.9,1,32.6541,-5.9214,Morocco,MA,Béni Mellal-Khénifra,,25088,25088
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-17,30.2,17.1,0.0,4,13.4,27.7,3,32.6541,-5.9214,Morocco,MA,Béni Mellal-Khénifra,,25088,25088
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-18,32.3,14.8,0.0,13,9.5,16.9,2,32.6541,-5.9214,Morocco,MA,Béni Mellal-Khénifra,,25088,25088
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-19,34.1,19.5,0.3,8,10.4,21.2,3,32.6541,-5.9214,Morocco,MA,Béni Mellal-Khénifra,,25088,25088
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-20,36.7,19.6,0.0,8,14.3,31.7,2,32.6541,-5.9214,Morocco,MA,Béni Mellal-Khénifra,,25088,25088
Zaïo,34.9396,-2.7334,2026-09-14,29.6,19.7,0.0,0,13.2,34.6,45,34.9396,-2.7334,Morocco,MA,Oriental,,36766,36766
Zaïo,34.9396,-2.7334,2026-09-15,29.6,18.7,0.0,0,9.9,24.1,45,34.9396,-2.7334,Morocco,MA,Oriental,,36766,36766
Zaïo,34.9396,-2.7334,2026-09-16,33.2,18.4,0.0,0,15.2,34.2,45,34.9396,-2.7334,Morocco,MA,Oriental,,36766,36766
Zaïo,34.9396,-2.7334,2026-09-17,27.6,19.4,0.0,9,12.8,32.8,45,34.9396,-2.7334,Morocco,MA,Oriental,,36766,36766
Zaïo,34.9396,-2.7334,2026-09-18,27.8,18.9,0.0,10,15.7,36.0,45,34.9396,-2.7334,Morocco,MA,Oriental,,36766,36766
Zaïo,34.9396,-2.7334,2026-09-19,28.7,19.8,0.0,5,19.7,34.6,3,34.9396,-2.7334,Morocco,MA,Oriental,,36766,36766
Zaïo,34.9396,-2.7334,2026-09-20,29.1,20.9,0.0,3,19.8,35.6,45,34.9396,-2.7334,Morocco,MA,Oriental,,36766,36766
Zeghanghane,35.1575,-3.0017,2026-09-14,26.8,21.3,0.0,0,21.4,40.0,2,35.1575,-3.0017,Morocco,MA,Oriental,,31431,31431
Zeghanghane,35.1575,-3.0017,2026-09-15,27.8,19.9,0.0,0,13.8,27.7,45,35.1575,-3.0017,Morocco,MA,Oriental,,31431,31431
Zeghanghane,35.1575,-3.0017,2026-09-16,31.8,17.6,0.0,0,13.4,26.3,45,35.1575,-3.0017,Morocco,MA,Oriental,,31431,31431
Zeghanghane,35.1575,-3.0017,2026-09-17,26.9,20.0,0.0,3,10.5,22.7,3,35.1575,-3.0017,Morocco,MA,Oriental,,31431,31431
Zeghanghane,35.1575,-3.0017,2026-09-18,26.3,19.4,0.0,10,19.5,38.5,3,35.1575,-3.0017,Morocco,MA,Oriental,,31431,31431
Zeghanghane,35.1575,-3.0017,2026-09-19,27.9,21.6,0.0,8,18.9,34.6,3,35.1575,-3.0017,Morocco,MA,Oriental,,31431,31431
Zeghanghane,35.1575,-3.0017,2026-09-20,27.9,21.8,0.0,3,19.2,35.3,3,35.1575,-3.0017,Morocco,MA,Oriental,,31431,31431
